,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,spotify:track:2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4
1,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,2IGMVunIBsBLtEQyoI1Mu7,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750,4
2,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
3,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
4,0.802,0.832,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,audio_features,7x9aauaA9cu6tyfpHnqDLo,spotify:track:7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/tracks/7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/audio-analysis/7x9aauaA9cu6tyfpHnqDLo,185427,4
5,0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,audio_features,67nepsnrcZkowTxMWigSbb,spotify:track:67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb,246134,4
6,0.736,0.645,1,-5.195,1,0.0807,0.0724,0.00086,0.136,0.201,132.024,audio_features,4367dXCt02KMgELPisJ2D4,spotify:track:4367dXCt02KMgELPisJ2D4,https://api.spotify.com/v1/tracks/4367dXCt02KMgELPisJ2D4,https://api.spotify.com/v1/audio-analysis/4367dXCt02KMgELPisJ2D4,188870,3
7,0.615,0.632,1,-8.539,1,0.292,0.108,0.0,0.129,0.194,150.126,audio_features,1L0OmJV0LnPDWuHCIGmBV6,spotify:track:1L0OmJV0LnPDWuHCIGmBV6,https://api.spotify.com/v1/tracks/1L0OmJV0LnPDWuHCIGmBV6,https://api.spotify.com/v1/audio-analysis/1L0OmJV0LnPDWuHCIGmBV6,275281,4
8,0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,audio_features,4YQImHflXSiIMXntcwPkx8,spotify:track:4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/tracks/4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/audio-analysis/4YQImHflXSiIMXntcwPkx8,175099,4
9,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,2IGMVunIBsBLtEQyoI1Mu7,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750,4
10,0.629,0.548,5,-7.694,1,0.0334,0.471,2.21e-05,0.104,0.582,165.931,audio_features,2GAqIzPU7v3kfvY4hZQ9jm,spotify:track:2GAqIzPU7v3kfvY4hZQ9jm,https://api.spotify.com/v1/tracks/2GAqIzPU7v3kfvY4hZQ9jm,https://api.spotify.com/v1/audio-analysis/2GAqIzPU7v3kfvY4hZQ9jm,212120,4
11,0.484,0.753,2,-5.23,1,0.0503,0.11,5.95e-06,0.193,0.281,80.995,audio_features,4bARASJEokNacSYtEhoNBp,spotify:track:4bARASJEokNacSYtEhoNBp,https://api.spotify.com/v1/tracks/4bARASJEokNacSYtEhoNBp,https://api.spotify.com/v1/audio-analysis/4bARASJEokNacSYtEhoNBp,216673,4
12,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,59uQI0PADDKeE6UZDTJEe8,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855,4
13,0.647,0.776,7,-5.221,1,0.0514,0.00686,0.0,0.119,0.268,103.919,audio_features,7qaMlLPdwNiiU1Uiy1oAdO,spotify:track:7qaMlLPdwNiiU1Uiy1oAdO,https://api.spotify.com/v1/tracks/7qaMlLPdwNiiU1Uiy1oAdO,https://api.spotify.com/v1/audio-analysis/7qaMlLPdwNiiU1Uiy1oAdO,162733,4
14,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,audio_features,2KtGiBi5CrX2ERPD2PAS34,spotify:track:2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/tracks/2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/audio-analysis/2KtGiBi5CrX2ERPD2PAS34,179640,4
15,0.842,0.756,7,-7.409,0,0.338,0.525,2.21e-06,0.0871,0.421,169.925,audio_features,3XB5uhhlYSnkxpSihkNQwh,spotify:track:3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/tracks/3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/audio-analysis/3XB5uhhlYSnkxpSihkNQwh,172798,4
16,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13e-05,0.108,0.264,100.02,audio_features,6XbtvPmIpyCbjuT0e8cQtp,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,https://api.spotify.com/v1/tracks/6XbtvPmIpyCbjuT0e8cQtp,https://api.spotify.com/v1/audio-analysis/6XbtvPmIpyCbjuT0e8cQtp,186000,4
17,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,audio_features,7ABLbnD53cQK00mhcaOUVG,spotify:track:7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,197920,4
18,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,audio_features,7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/audio-analysis/7ro0hRteUMfnOioTFI5TG1,231704,4
19,0.724,0.578,10,-7.117,1,0.0819,0.632,1.06e-06,0.0943,0.757,167.985,audio_features,0QRHOAeU8JRaVVn3UoZBih,spotify:track:0QRHOAeU8JRaVVn3UoZBih,https://api.spotify.com/v1/tracks/0QRHOAeU8JRaVVn3UoZBih,https://api.spotify.com/v1/audio-analysis/0QRHOAeU8JRaVVn3UoZBih,211879,4
20,0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,audio_features,4YQImHflXSiIMXntcwPkx8,spotify:track:4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/tracks/4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/audio-analysis/4YQImHflXSiIMXntcwPkx8,175099,4
21,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,spotify:track:2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4
22,0.583,0.372,4,-9.58,1,0.0281,0.664,9.51e-06,0.112,0.338,104.973,audio_features,39fD0qvjgk8RarJnoBiDTx,spotify:track:39fD0qvjgk8RarJnoBiDTx,https://api.spotify.com/v1/tracks/39fD0qvjgk8RarJnoBiDTx,https://api.spotify.com/v1/audio-analysis/39fD0qvjgk8RarJnoBiDTx,225360,4
23,0.673,0.255,9,-12.657,0,0.0368,0.858,1.91e-06,0.0806,0.479,76.479,audio_features,1exDZN0zsfDpsIKamOqmSz,spotify:track:1exDZN0zsfDpsIKamOqmSz,https://api.spotify.com/v1/tracks/1exDZN0zsfDpsIKamOqmSz,https://api.spotify.com/v1/audio-analysis/1exDZN0zsfDpsIKamOqmSz,121695,4
24,0.462,0.944,2,-4.507,1,0.0946,0.399,0.0,0.0851,0.841,148.991,audio_features,7CYYZVnDYoUtNlSxNNz4P9,spotify:track:7CYYZVnDYoUtNlSxNNz4P9,https://api.spotify.com/v1/tracks/7CYYZVnDYoUtNlSxNNz4P9,https://api.spotify.com/v1/audio-analysis/7CYYZVnDYoUtNlSxNNz4P9,216227,4
25,0.384,0.0189,1,-31.119,1,0.0395,0.992,0.947,0.0967,0.0834,62.479,audio_features,5hFkGfx038V0LhqI0Uff2J,spotify:track:5hFkGfx038V0LhqI0Uff2J,https://api.spotify.com/v1/tracks/5hFkGfx038V0LhqI0Uff2J,https://api.spotify.com/v1/audio-analysis/5hFkGfx038V0LhqI0Uff2J,130166,4
26,0.435,0.0404,4,-26.262,1,0.0358,0.984,0.96,0.0952,0.193,95.929,audio_features,3RI7rnK1YgmyRcXq9pkMqQ,spotify:track:3RI7rnK1YgmyRcXq9pkMqQ,https://api.spotify.com/v1/tracks/3RI7rnK1YgmyRcXq9pkMqQ,https://api.spotify.com/v1/audio-analysis/3RI7rnK1YgmyRcXq9pkMqQ,168499,4
27,0.297,0.0126,7,-27.76,1,0.0442,0.994,0.913,0.0785,0.386,171.767,audio_features,7hVcd9PDdO0xK8vE3WQqnV,spotify:track:7hVcd9PDdO0xK8vE3WQqnV,https://api.spotify.com/v1/tracks/7hVcd9PDdO0xK8vE3WQqnV,https://api.spotify.com/v1/audio-analysis/7hVcd9PDdO0xK8vE3WQqnV,163000,4
28,0.461,0.0286,0,-25.117,1,0.0482,0.995,0.986,0.116,0.471,113.851,audio_features,6fjZ39b5dT9uZzFsVRLwSi,spotify:track:6fjZ39b5dT9uZzFsVRLwSi,https://api.spotify.com/v1/tracks/6fjZ39b5dT9uZzFsVRLwSi,https://api.spotify.com/v1/audio-analysis/6fjZ39b5dT9uZzFsVRLwSi,140103,4
29,0.386,0.0128,1,-28.66,1,0.0396,0.991,0.931,0.109,0.189,126.374,audio_features,1b1A6Z7pI8myEX3TSyweOk,spotify:track:1b1A6Z7pI8myEX3TSyweOk,https://api.spotify.com/v1/tracks/1b1A6Z7pI8myEX3TSyweOk,https://api.spotify.com/v1/audio-analysis/1b1A6Z7pI8myEX3TSyweOk,130134,4
30,0.78,0.42,6,-9.218,0,0.1,0.0314,1.48e-05,0.118,0.0952,99.024,audio_features,6sg284TefDkBpFh0317Agp,spotify:track:6sg284TefDkBpFh0317Agp,https://api.spotify.com/v1/tracks/6sg284TefDkBpFh0317Agp,https://api.spotify.com/v1/audio-analysis/6sg284TefDkBpFh0317Agp,146792,4
31,0.642,0.653,1,-4.635,1,0.113,0.0371,0.0,0.203,0.246,90.384,audio_features,58WSKtcvVt208XY8tolYQI,spotify:track:58WSKtcvVt208XY8tolYQI,https://api.spotify.com/v1/tracks/58WSKtcvVt208XY8tolYQI,https://api.spotify.com/v1/audio-analysis/58WSKtcvVt208XY8tolYQI,148997,4
32,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,audio_features,7DswEZZthZ6piQpL25qGAM,spotify:track:7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/tracks/7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/audio-analysis/7DswEZZthZ6piQpL25qGAM,184258,4
33,0.753,0.669,7,-4.914,0,0.104,0.0378,0.0,0.122,0.584,140.948,audio_features,0J1YRLYhTG1MBosjidD7OI,spotify:track:0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/tracks/0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/audio-analysis/0J1YRLYhTG1MBosjidD7OI,247469,4
34,0.777,0.631,8,-5.649,0,0.0612,0.183,4.4e-06,0.119,0.337,96.015,audio_features,66PVdnWWemyJbvScVS6vJ0,spotify:track:66PVdnWWemyJbvScVS6vJ0,https://api.spotify.com/v1/tracks/66PVdnWWemyJbvScVS6vJ0,https://api.spotify.com/v1/audio-analysis/66PVdnWWemyJbvScVS6vJ0,199513,4
35,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4
36,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
37,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,audio_features,1bp2IO61zbQrbWNmKKxg3f,spotify:track:1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/tracks/1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/audio-analysis/1bp2IO61zbQrbWNmKKxg3f,264504,4
38,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
39,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
40,0.69,0.933,5,-3.099,0,0.0832,0.0252,2.51e-05,0.493,0.523,119.987,audio_features,7mobUfp1aL8A6CdugCMWft,spotify:track:7mobUfp1aL8A6CdugCMWft,https://api.spotify.com/v1/tracks/7mobUfp1aL8A6CdugCMWft,https://api.spotify.com/v1/audio-analysis/7mobUfp1aL8A6CdugCMWft,188000,4
41,0.762,0.895,8,-4.562,1,0.0737,0.00618,0.145,0.203,0.755,125.979,audio_features,1aNUSKBe6UMyMk3pEu9ws7,spotify:track:1aNUSKBe6UMyMk3pEu9ws7,https://api.spotify.com/v1/tracks/1aNUSKBe6UMyMk3pEu9ws7,https://api.spotify.com/v1/audio-analysis/1aNUSKBe6UMyMk3pEu9ws7,182857,4
42,0.675,0.852,9,-5.942,1,0.0333,0.00382,0.14,0.147,0.834,118.508,audio_features,4heve4ydl1u6V3AD4moZq9,spotify:track:4heve4ydl1u6V3AD4moZq9,https://api.spotify.com/v1/tracks/4heve4ydl1u6V3AD4moZq9,https://api.spotify.com/v1/audio-analysis/4heve4ydl1u6V3AD4moZq9,181240,4
43,0.745,0.85,6,-3.903,0,0.075,0.000285,0.0392,0.118,0.54,138.03,audio_features,6tifCCTIVBLC2TmTquYG7G,spotify:track:6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/tracks/6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/audio-analysis/6tifCCTIVBLC2TmTquYG7G,188261,4
44,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,audio_features,59NraMJsLaMCVtwXTSia8i,spotify:track:59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/tracks/59NraMJsLaMCVtwXTSia8i,https://api.spotify.com/v1/audio-analysis/59NraMJsLaMCVtwXTSia8i,132359,4
45,0.598,0.89,4,-3.426,1,0.0758,0.000579,1.3e-05,0.031,0.695,113.034,audio_features,0daHbdrLvUmkh81rnolMcG,spotify:track:0daHbdrLvUmkh81rnolMcG,https://api.spotify.com/v1/tracks/0daHbdrLvUmkh81rnolMcG,https://api.spotify.com/v1/audio-analysis/0daHbdrLvUmkh81rnolMcG,226736,4
46,0.474,0.936,7,-2.328,0,0.0763,0.00229,2.53e-06,0.181,0.392,139.933,audio_features,3tNMdL4qjzNHfo7rlVMESK,spotify:track:3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/tracks/3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/audio-analysis/3tNMdL4qjzNHfo7rlVMESK,167277,4
47,0.452,0.934,5,-5.034,0,0.0935,0.128,0.309,0.0946,0.299,132.398,audio_features,3l6RgZRKf4FfSc2FJlesEL,spotify:track:3l6RgZRKf4FfSc2FJlesEL,https://api.spotify.com/v1/tracks/3l6RgZRKf4FfSc2FJlesEL,https://api.spotify.com/v1/audio-analysis/3l6RgZRKf4FfSc2FJlesEL,188708,4
48,0.263,0.977,9,-2.913,1,0.0857,5.16e-06,0.0,0.148,0.305,149.982,audio_features,6vWu5uWlox5TVDPl3LvoG3,spotify:track:6vWu5uWlox5TVDPl3LvoG3,https://api.spotify.com/v1/tracks/6vWu5uWlox5TVDPl3LvoG3,https://api.spotify.com/v1/audio-analysis/6vWu5uWlox5TVDPl3LvoG3,219400,4
49,0.6,0.863,8,-5.564,0,0.131,0.0203,0.000719,0.0864,0.744,159.951,audio_features,7505qe0xzCuDPaILCURnOC,spotify:track:7505qe0xzCuDPaILCURnOC,https://api.spotify.com/v1/tracks/7505qe0xzCuDPaILCURnOC,https://api.spotify.com/v1/audio-analysis/7505qe0xzCuDPaILCURnOC,227547,4
50,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,spotify:track:2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4
51,0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,audio_features,4YQImHflXSiIMXntcwPkx8,spotify:track:4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/tracks/4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/audio-analysis/4YQImHflXSiIMXntcwPkx8,175099,4
52,0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,audio_features,5h1BN75CEh8wdSwE1xrbSe,spotify:track:5h1BN75CEh8wdSwE1xrbSe,https://api.spotify.com/v1/tracks/5h1BN75CEh8wdSwE1xrbSe,https://api.spotify.com/v1/audio-analysis/5h1BN75CEh8wdSwE1xrbSe,187027,4
53,0.738,0.828,10,-6.31,0,0.106,0.0119,0.0019,0.549,0.542,119.985,audio_features,5WZlorRUxgryaweu7kqeHd,spotify:track:5WZlorRUxgryaweu7kqeHd,https://api.spotify.com/v1/tracks/5WZlorRUxgryaweu7kqeHd,https://api.spotify.com/v1/audio-analysis/5WZlorRUxgryaweu7kqeHd,137066,4
54,0.675,0.852,9,-5.942,1,0.0333,0.00382,0.14,0.147,0.834,118.508,audio_features,4heve4ydl1u6V3AD4moZq9,spotify:track:4heve4ydl1u6V3AD4moZq9,https://api.spotify.com/v1/tracks/4heve4ydl1u6V3AD4moZq9,https://api.spotify.com/v1/audio-analysis/4heve4ydl1u6V3AD4moZq9,181240,4
55,0.69,0.933,5,-3.099,0,0.0832,0.0252,2.51e-05,0.493,0.523,119.987,audio_features,7mobUfp1aL8A6CdugCMWft,spotify:track:7mobUfp1aL8A6CdugCMWft,https://api.spotify.com/v1/tracks/7mobUfp1aL8A6CdugCMWft,https://api.spotify.com/v1/audio-analysis/7mobUfp1aL8A6CdugCMWft,188000,4
56,0.474,0.936,7,-2.328,0,0.0763,0.00229,2.53e-06,0.181,0.392,139.933,audio_features,3tNMdL4qjzNHfo7rlVMESK,spotify:track:3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/tracks/3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/audio-analysis/3tNMdL4qjzNHfo7rlVMESK,167277,4
57,0.451,0.632,4,-3.843,1,0.0475,0.6,0.0,0.139,0.455,147.06,audio_features,41WQUSINanQHfhfKpFDsms,spotify:track:41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/tracks/41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/audio-analysis/41WQUSINanQHfhfKpFDsms,190461,4
58,0.61,0.571,2,-5.649,1,0.0782,0.00863,0.0,0.131,0.747,105.01,audio_features,6iF4RgIjDvDqyW13PezSj3,spotify:track:6iF4RgIjDvDqyW13PezSj3,https://api.spotify.com/v1/tracks/6iF4RgIjDvDqyW13PezSj3,https://api.spotify.com/v1/audio-analysis/6iF4RgIjDvDqyW13PezSj3,171655,4
59,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
60,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
61,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4
62,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4
63,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
64,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,audio_features,003vvx7Niy0yvhvHt4a68B,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4
65,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4
66,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
67,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,audio_features,1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4
68,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,audio_features,5ZrDlcxIDZyjOzHdYW1ydr,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr,197960,4
69,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
70,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
71,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
72,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
73,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
74,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
